layers_0,length_0,layers_1,length_1,layers_2,length_2,layers_3,length_3,layers_4,length_4,timestamps,length_total,mac_src,mac_dst,ip_src,ip_dst,flags,sport,dport,filename,num_packet,layers_5,length_5
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466811.747776,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,196.37.75.158,172.16.112.207,16.0,25.0,3328.0,week1_wednesday.tcpdump,8105,,
Ether,1306,IP,1292,TCP,1272.0,SMTPRequest,1252.0,,,920466811.750474,1306,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.207,196.37.75.158,24.0,3328.0,25.0,week1_wednesday.tcpdump,8106,,
Ether,73,IP,59,TCP,39.0,SMTPResponse,19.0,,,920466811.75233,73,00:c0:4f:a3:58:23,00:10:7b:38:46:32,196.37.75.158,172.16.112.207,24.0,25.0,3328.0,week1_wednesday.tcpdump,8107,,
Ether,60,IP,46,TCP,26.0,SMTPRequest,6.0,,,920466811.75309,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.207,196.37.75.158,24.0,3328.0,25.0,week1_wednesday.tcpdump,8108,,
Ether,78,IP,64,TCP,44.0,SMTPResponse,24.0,,,920466811.753316,78,00:c0:4f:a3:58:23,00:10:7b:38:46:32,196.37.75.158,172.16.112.207,24.0,25.0,3328.0,week1_wednesday.tcpdump,8109,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466811.753891,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,196.37.75.158,172.16.112.207,17.0,25.0,3328.0,week1_wednesday.tcpdump,8110,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466811.75457,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.207,196.37.75.158,16.0,3328.0,25.0,week1_wednesday.tcpdump,8111,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466811.756147,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.207,196.37.75.158,17.0,3328.0,25.0,week1_wednesday.tcpdump,8112,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466811.756303,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,196.37.75.158,172.16.112.207,16.0,25.0,3328.0,week1_wednesday.tcpdump,8113,,
Dot3,54,LLC,40,Raw,37.0,,,,,920466813.213691,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week1_wednesday.tcpdump,8114,,
Ether,60,ARP,46,Padding,18.0,,,,,920466813.391118,60,00:10:7b:38:46:32,00:60:97:de:54:36,,,,,,week1_wednesday.tcpdump,8115,,
Ether,60,ARP,46,Padding,18.0,,,,,920466813.394226,60,00:60:97:de:54:36,00:10:7b:38:46:32,,,,,,week1_wednesday.tcpdump,8116,,
Ether,60,ARP,46,Padding,18.0,,,,,920466813.408558,60,00:10:7b:38:46:32,00:60:97:de:54:36,,,,,,week1_wednesday.tcpdump,8117,,
Ether,60,ARP,46,Padding,18.0,,,,,920466813.4110892,60,00:60:97:de:54:36,00:10:7b:38:46:32,,,,,,week1_wednesday.tcpdump,8118,,
Ether,60,ARP,46,Padding,18.0,,,,,920466813.414614,60,00:10:7b:38:46:32,00:60:97:de:54:36,,,,,,week1_wednesday.tcpdump,8119,,
Ether,60,ARP,46,Padding,18.0,,,,,920466813.417008,60,00:60:97:de:54:36,00:10:7b:38:46:32,,,,,,week1_wednesday.tcpdump,8120,,
Ether,146,IP,132,UDP,112.0,SNMP,104.0,,,920466813.489998,146,08:00:07:ce:05:21,00:10:7b:38:46:32,192.168.1.30,172.16.112.100,,32769.0,161.0,week1_wednesday.tcpdump,8121,,
Ether,159,IP,145,UDP,125.0,SNMP,117.0,,,920466813.491523,159,00:10:7b:38:46:32,08:00:07:ce:05:21,172.16.112.100,192.168.1.30,,161.0,32769.0,week1_wednesday.tcpdump,8122,,
Dot3,54,LLC,40,Raw,37.0,,,,,920466814.712236,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week1_wednesday.tcpdump,8123,,
Ether,146,IP,132,UDP,112.0,SNMP,104.0,,,920466815.501414,146,08:00:07:ce:05:21,00:10:7b:38:46:32,192.168.1.30,172.16.112.100,,32769.0,161.0,week1_wednesday.tcpdump,8124,,
Ether,159,IP,145,UDP,125.0,SNMP,117.0,,,920466815.50295,159,00:10:7b:38:46:32,08:00:07:ce:05:21,172.16.112.100,192.168.1.30,,161.0,32769.0,week1_wednesday.tcpdump,8125,,
Ether,42,ARP,28,,,,,,,920466816.207028,42,08:00:20:11:34:bf,ff:ff:ff:ff:ff:ff,,,,,,week1_wednesday.tcpdump,8126,,
Ether,60,ARP,46,Padding,18.0,,,,,920466816.2084812,60,00:c0:4f:a3:58:23,08:00:20:11:34:bf,,,,,,week1_wednesday.tcpdump,8127,,
Ether,90,IP,76,UDP,56.0,NTPHeader,48.0,,,920466816.208812,90,08:00:20:11:34:bf,00:c0:4f:a3:58:23,192.168.1.90,192.168.1.10,,123.0,123.0,week1_wednesday.tcpdump,8128,,
Ether,90,IP,76,UDP,56.0,NTPHeader,48.0,,,920466816.2105608,90,00:c0:4f:a3:58:23,08:00:20:11:34:bf,192.168.1.10,192.168.1.90,,123.0,123.0,week1_wednesday.tcpdump,8129,,
Dot3,54,LLC,40,Raw,37.0,,,,,920466816.213181,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week1_wednesday.tcpdump,8130,,
Dot3,54,LLC,40,Raw,37.0,,,,,920466817.21315,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week1_wednesday.tcpdump,8131,,
Ether,146,IP,132,UDP,112.0,SNMP,104.0,,,920466817.49649,146,08:00:07:ce:05:21,00:10:7b:38:46:32,192.168.1.30,172.16.112.100,,32769.0,161.0,week1_wednesday.tcpdump,8132,,
Ether,159,IP,145,UDP,125.0,SNMP,117.0,,,920466817.497988,159,00:10:7b:38:46:32,08:00:07:ce:05:21,172.16.112.100,192.168.1.30,,161.0,32769.0,week1_wednesday.tcpdump,8133,,
Dot3,54,LLC,40,Raw,37.0,,,,,920466818.7137152,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week1_wednesday.tcpdump,8134,,
Ether,60,Raw,46,,,,,,,920466819.302198,60,00:10:7b:38:46:32,00:10:7b:38:46:32,,,,,,week1_wednesday.tcpdump,8135,,
Ether,146,IP,132,UDP,112.0,SNMP,104.0,,,920466819.50812,146,08:00:07:ce:05:21,00:10:7b:38:46:32,192.168.1.30,172.16.112.100,,32769.0,161.0,week1_wednesday.tcpdump,8136,,
Ether,159,IP,145,UDP,125.0,SNMP,117.0,,,920466819.509672,159,00:10:7b:38:46:32,08:00:07:ce:05:21,172.16.112.100,192.168.1.30,,161.0,32769.0,week1_wednesday.tcpdump,8137,,
Dot3,54,LLC,40,Raw,37.0,,,,,920466820.213604,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week1_wednesday.tcpdump,8138,,
Dot3,54,LLC,40,Raw,37.0,,,,,920466821.2134812,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week1_wednesday.tcpdump,8139,,
Ether,146,IP,132,UDP,112.0,SNMP,104.0,,,920466821.5034608,146,08:00:07:ce:05:21,00:10:7b:38:46:32,192.168.1.30,172.16.112.100,,32769.0,161.0,week1_wednesday.tcpdump,8140,,
Ether,159,IP,145,UDP,125.0,SNMP,117.0,,,920466821.504938,159,00:10:7b:38:46:32,08:00:07:ce:05:21,172.16.112.100,192.168.1.30,,161.0,32769.0,week1_wednesday.tcpdump,8141,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,,,920466821.557308,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.148,134.205.165.120,2.0,3329.0,80.0,week1_wednesday.tcpdump,8142,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,,,920466821.561486,60,00:60:97:de:54:36,00:10:7b:38:46:32,134.205.165.120,172.16.114.148,18.0,80.0,3329.0,week1_wednesday.tcpdump,8143,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466821.562177,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.148,134.205.165.120,16.0,3329.0,80.0,week1_wednesday.tcpdump,8144,,
Ether,289,IP,275,TCP,255.0,HTTP,235.0,HTTPRequest,235.0,920466821.562867,289,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.148,134.205.165.120,24.0,3329.0,80.0,week1_wednesday.tcpdump,8145,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466821.577395,60,00:60:97:de:54:36,00:10:7b:38:46:32,134.205.165.120,172.16.114.148,16.0,80.0,3329.0,week1_wednesday.tcpdump,8146,,
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,HTTPResponse,1460.0,920466821.583583,1514,00:60:97:de:54:36,00:10:7b:38:46:32,134.205.165.120,172.16.114.148,16.0,80.0,3329.0,week1_wednesday.tcpdump,8147,Raw,1354.0
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,Raw,1460.0,920466821.5848132,1514,00:60:97:de:54:36,00:10:7b:38:46:32,134.205.165.120,172.16.114.148,16.0,80.0,3329.0,week1_wednesday.tcpdump,8148,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466821.591743,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.148,134.205.165.120,16.0,3329.0,80.0,week1_wednesday.tcpdump,8149,,
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,Raw,1460.0,920466821.5963132,1514,00:60:97:de:54:36,00:10:7b:38:46:32,134.205.165.120,172.16.114.148,16.0,80.0,3329.0,week1_wednesday.tcpdump,8150,,
Ether,1195,IP,1181,TCP,1161.0,HTTP,1141.0,Raw,1141.0,920466821.597284,1195,00:60:97:de:54:36,00:10:7b:38:46:32,134.205.165.120,172.16.114.148,24.0,80.0,3329.0,week1_wednesday.tcpdump,8151,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466821.5973848,60,00:60:97:de:54:36,00:10:7b:38:46:32,134.205.165.120,172.16.114.148,17.0,80.0,3329.0,week1_wednesday.tcpdump,8152,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466821.599188,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.148,134.205.165.120,16.0,3329.0,80.0,week1_wednesday.tcpdump,8153,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466821.632894,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.148,134.205.165.120,17.0,3329.0,80.0,week1_wednesday.tcpdump,8154,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466821.636096,60,00:60:97:de:54:36,00:10:7b:38:46:32,134.205.165.120,172.16.114.148,16.0,80.0,3329.0,week1_wednesday.tcpdump,8155,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,,,920466821.664876,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.148,134.205.165.120,2.0,3330.0,80.0,week1_wednesday.tcpdump,8156,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,,,920466821.6690367,60,00:60:97:de:54:36,00:10:7b:38:46:32,134.205.165.120,172.16.114.148,18.0,80.0,3330.0,week1_wednesday.tcpdump,8157,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466821.669725,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.148,134.205.165.120,16.0,3330.0,80.0,week1_wednesday.tcpdump,8158,,
Ether,348,IP,334,TCP,314.0,HTTP,294.0,HTTPRequest,294.0,920466821.6705447,348,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.148,134.205.165.120,24.0,3330.0,80.0,week1_wednesday.tcpdump,8159,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466821.687369,60,00:60:97:de:54:36,00:10:7b:38:46:32,134.205.165.120,172.16.114.148,16.0,80.0,3330.0,week1_wednesday.tcpdump,8160,,
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,HTTPResponse,1460.0,920466821.696267,1514,00:60:97:de:54:36,00:10:7b:38:46:32,134.205.165.120,172.16.114.148,16.0,80.0,3330.0,week1_wednesday.tcpdump,8161,Raw,1235.0
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,Raw,1460.0,920466821.697523,1514,00:60:97:de:54:36,00:10:7b:38:46:32,134.205.165.120,172.16.114.148,16.0,80.0,3330.0,week1_wednesday.tcpdump,8162,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466821.701786,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.148,134.205.165.120,16.0,3330.0,80.0,week1_wednesday.tcpdump,8163,,
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,Raw,1460.0,920466821.706368,1514,00:60:97:de:54:36,00:10:7b:38:46:32,134.205.165.120,172.16.114.148,16.0,80.0,3330.0,week1_wednesday.tcpdump,8164,,
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,Raw,1460.0,920466821.70757,1514,00:60:97:de:54:36,00:10:7b:38:46:32,134.205.165.120,172.16.114.148,16.0,80.0,3330.0,week1_wednesday.tcpdump,8165,,
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,Raw,1460.0,920466821.708799,1514,00:60:97:de:54:36,00:10:7b:38:46:32,134.205.165.120,172.16.114.148,16.0,80.0,3330.0,week1_wednesday.tcpdump,8166,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466821.71173,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.148,134.205.165.120,16.0,3330.0,80.0,week1_wednesday.tcpdump,8167,,
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,Raw,1460.0,920466821.716146,1514,00:60:97:de:54:36,00:10:7b:38:46:32,134.205.165.120,172.16.114.148,16.0,80.0,3330.0,week1_wednesday.tcpdump,8168,,
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,Raw,1460.0,920466821.7174268,1514,00:60:97:de:54:36,00:10:7b:38:46:32,134.205.165.120,172.16.114.148,16.0,80.0,3330.0,week1_wednesday.tcpdump,8169,,
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,Raw,1460.0,920466821.718641,1514,00:60:97:de:54:36,00:10:7b:38:46:32,134.205.165.120,172.16.114.148,16.0,80.0,3330.0,week1_wednesday.tcpdump,8170,,
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,Raw,1460.0,920466821.7198732,1514,00:60:97:de:54:36,00:10:7b:38:46:32,134.205.165.120,172.16.114.148,16.0,80.0,3330.0,week1_wednesday.tcpdump,8171,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466821.721816,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.148,134.205.165.120,16.0,3330.0,80.0,week1_wednesday.tcpdump,8172,,
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,Raw,1460.0,920466821.726166,1514,00:60:97:de:54:36,00:10:7b:38:46:32,134.205.165.120,172.16.114.148,16.0,80.0,3330.0,week1_wednesday.tcpdump,8173,,
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,Raw,1460.0,920466821.727394,1514,00:60:97:de:54:36,00:10:7b:38:46:32,134.205.165.120,172.16.114.148,16.0,80.0,3330.0,week1_wednesday.tcpdump,8174,,
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,Raw,1460.0,920466821.728657,1514,00:60:97:de:54:36,00:10:7b:38:46:32,134.205.165.120,172.16.114.148,16.0,80.0,3330.0,week1_wednesday.tcpdump,8175,,
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,Raw,1460.0,920466821.729893,1514,00:60:97:de:54:36,00:10:7b:38:46:32,134.205.165.120,172.16.114.148,16.0,80.0,3330.0,week1_wednesday.tcpdump,8176,,
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,Raw,1460.0,920466821.731134,1514,00:60:97:de:54:36,00:10:7b:38:46:32,134.205.165.120,172.16.114.148,16.0,80.0,3330.0,week1_wednesday.tcpdump,8177,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466821.732915,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.148,134.205.165.120,16.0,3330.0,80.0,week1_wednesday.tcpdump,8178,,
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,Raw,1460.0,920466821.737297,1514,00:60:97:de:54:36,00:10:7b:38:46:32,134.205.165.120,172.16.114.148,16.0,80.0,3330.0,week1_wednesday.tcpdump,8179,,
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,Raw,1460.0,920466821.738526,1514,00:60:97:de:54:36,00:10:7b:38:46:32,134.205.165.120,172.16.114.148,16.0,80.0,3330.0,week1_wednesday.tcpdump,8180,,
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,Raw,1460.0,920466821.739807,1514,00:60:97:de:54:36,00:10:7b:38:46:32,134.205.165.120,172.16.114.148,16.0,80.0,3330.0,week1_wednesday.tcpdump,8181,,
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,Raw,1460.0,920466821.74103,1514,00:60:97:de:54:36,00:10:7b:38:46:32,134.205.165.120,172.16.114.148,16.0,80.0,3330.0,week1_wednesday.tcpdump,8182,,
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,Raw,1460.0,920466821.742257,1514,00:60:97:de:54:36,00:10:7b:38:46:32,134.205.165.120,172.16.114.148,24.0,80.0,3330.0,week1_wednesday.tcpdump,8183,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466821.744104,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.148,134.205.165.120,16.0,3330.0,80.0,week1_wednesday.tcpdump,8184,,
Ether,260,IP,246,TCP,226.0,HTTP,206.0,Raw,206.0,920466821.747451,260,00:60:97:de:54:36,00:10:7b:38:46:32,134.205.165.120,172.16.114.148,24.0,80.0,3330.0,week1_wednesday.tcpdump,8185,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466821.7475448,60,00:60:97:de:54:36,00:10:7b:38:46:32,134.205.165.120,172.16.114.148,17.0,80.0,3330.0,week1_wednesday.tcpdump,8186,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466821.748334,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.148,134.205.165.120,16.0,3330.0,80.0,week1_wednesday.tcpdump,8187,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466821.748843,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.148,134.205.165.120,17.0,3330.0,80.0,week1_wednesday.tcpdump,8188,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,,,920466821.751608,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.148,134.205.165.120,2.0,3392.0,80.0,week1_wednesday.tcpdump,8189,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466821.752441,60,00:60:97:de:54:36,00:10:7b:38:46:32,134.205.165.120,172.16.114.148,16.0,80.0,3330.0,week1_wednesday.tcpdump,8190,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,,,920466821.7542868,60,00:60:97:de:54:36,00:10:7b:38:46:32,134.205.165.120,172.16.114.148,18.0,80.0,3392.0,week1_wednesday.tcpdump,8191,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466821.754944,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.148,134.205.165.120,16.0,3392.0,80.0,week1_wednesday.tcpdump,8192,,
Ether,340,IP,326,TCP,306.0,HTTP,286.0,HTTPRequest,286.0,920466821.755667,340,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.148,134.205.165.120,24.0,3392.0,80.0,week1_wednesday.tcpdump,8193,,
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,HTTPResponse,1460.0,920466821.7739948,1514,00:60:97:de:54:36,00:10:7b:38:46:32,134.205.165.120,172.16.114.148,16.0,80.0,3392.0,week1_wednesday.tcpdump,8194,Raw,1235.0
Ether,1033,IP,1019,TCP,999.0,HTTP,979.0,Raw,979.0,920466821.7748632,1033,00:60:97:de:54:36,00:10:7b:38:46:32,134.205.165.120,172.16.114.148,24.0,80.0,3392.0,week1_wednesday.tcpdump,8195,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466821.774968,60,00:60:97:de:54:36,00:10:7b:38:46:32,134.205.165.120,172.16.114.148,17.0,80.0,3392.0,week1_wednesday.tcpdump,8196,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466821.77679,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.148,134.205.165.120,16.0,3392.0,80.0,week1_wednesday.tcpdump,8197,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466821.777229,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.148,134.205.165.120,17.0,3392.0,80.0,week1_wednesday.tcpdump,8198,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,,,920466821.779493,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.148,134.205.165.120,2.0,3393.0,80.0,week1_wednesday.tcpdump,8199,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466821.781027,60,00:60:97:de:54:36,00:10:7b:38:46:32,134.205.165.120,172.16.114.148,16.0,80.0,3392.0,week1_wednesday.tcpdump,8200,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,,,920466821.782868,60,00:60:97:de:54:36,00:10:7b:38:46:32,134.205.165.120,172.16.114.148,18.0,80.0,3393.0,week1_wednesday.tcpdump,8201,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466821.783526,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.148,134.205.165.120,16.0,3393.0,80.0,week1_wednesday.tcpdump,8202,,
Ether,338,IP,324,TCP,304.0,HTTP,284.0,HTTPRequest,284.0,920466821.784206,338,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.148,134.205.165.120,24.0,3393.0,80.0,week1_wednesday.tcpdump,8203,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466821.797377,60,00:60:97:de:54:36,00:10:7b:38:46:32,134.205.165.120,172.16.114.148,16.0,80.0,3393.0,week1_wednesday.tcpdump,8204,,
Ether,1078,IP,1064,TCP,1044.0,HTTP,1024.0,HTTPResponse,1024.0,920466821.802128,1078,00:60:97:de:54:36,00:10:7b:38:46:32,134.205.165.120,172.16.114.148,24.0,80.0,3393.0,week1_wednesday.tcpdump,8205,Raw,799.0
Ether,689,IP,675,TCP,655.0,HTTP,635.0,Raw,635.0,920466821.802701,689,00:60:97:de:54:36,00:10:7b:38:46:32,134.205.165.120,172.16.114.148,24.0,80.0,3393.0,week1_wednesday.tcpdump,8206,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466821.8028188,60,00:60:97:de:54:36,00:10:7b:38:46:32,134.205.165.120,172.16.114.148,17.0,80.0,3393.0,week1_wednesday.tcpdump,8207,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466821.804259,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.148,134.205.165.120,16.0,3393.0,80.0,week1_wednesday.tcpdump,8208,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466821.804628,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.148,134.205.165.120,17.0,3393.0,80.0,week1_wednesday.tcpdump,8209,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,,,920466821.8069508,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.148,134.205.165.120,2.0,3394.0,80.0,week1_wednesday.tcpdump,8210,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466821.8085448,60,00:60:97:de:54:36,00:10:7b:38:46:32,134.205.165.120,172.16.114.148,16.0,80.0,3393.0,week1_wednesday.tcpdump,8211,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,,,920466821.810378,60,00:60:97:de:54:36,00:10:7b:38:46:32,134.205.165.120,172.16.114.148,18.0,80.0,3394.0,week1_wednesday.tcpdump,8212,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466821.8110212,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.148,134.205.165.120,16.0,3394.0,80.0,week1_wednesday.tcpdump,8213,,
Ether,341,IP,327,TCP,307.0,HTTP,287.0,HTTPRequest,287.0,920466821.811719,341,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.148,134.205.165.120,24.0,3394.0,80.0,week1_wednesday.tcpdump,8214,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466821.827383,60,00:60:97:de:54:36,00:10:7b:38:46:32,134.205.165.120,172.16.114.148,16.0,80.0,3394.0,week1_wednesday.tcpdump,8215,,
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,HTTPResponse,1460.0,920466821.8315072,1514,00:60:97:de:54:36,00:10:7b:38:46:32,134.205.165.120,172.16.114.148,16.0,80.0,3394.0,week1_wednesday.tcpdump,8216,Raw,1234.0
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,Raw,1460.0,920466821.832737,1514,00:60:97:de:54:36,00:10:7b:38:46:32,134.205.165.120,172.16.114.148,16.0,80.0,3394.0,week1_wednesday.tcpdump,8217,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466821.84178,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.148,134.205.165.120,16.0,3394.0,80.0,week1_wednesday.tcpdump,8218,,
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,Raw,1460.0,920466821.846312,1514,00:60:97:de:54:36,00:10:7b:38:46:32,134.205.165.120,172.16.114.148,16.0,80.0,3394.0,week1_wednesday.tcpdump,8219,,
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,Raw,1460.0,920466821.8475392,1514,00:60:97:de:54:36,00:10:7b:38:46:32,134.205.165.120,172.16.114.148,16.0,80.0,3394.0,week1_wednesday.tcpdump,8220,,
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,Raw,1460.0,920466821.848768,1514,00:60:97:de:54:36,00:10:7b:38:46:32,134.205.165.120,172.16.114.148,24.0,80.0,3394.0,week1_wednesday.tcpdump,8221,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466821.851722,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.148,134.205.165.120,16.0,3394.0,80.0,week1_wednesday.tcpdump,8222,,
Ether,679,IP,665,TCP,645.0,HTTP,625.0,Raw,625.0,920466821.855482,679,00:60:97:de:54:36,00:10:7b:38:46:32,134.205.165.120,172.16.114.148,24.0,80.0,3394.0,week1_wednesday.tcpdump,8223,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466821.8555788,60,00:60:97:de:54:36,00:10:7b:38:46:32,134.205.165.120,172.16.114.148,17.0,80.0,3394.0,week1_wednesday.tcpdump,8224,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466821.8566768,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.148,134.205.165.120,16.0,3394.0,80.0,week1_wednesday.tcpdump,8225,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466821.857071,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.148,134.205.165.120,17.0,3394.0,80.0,week1_wednesday.tcpdump,8226,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,,,920466821.8595368,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.148,134.205.165.120,2.0,3457.0,80.0,week1_wednesday.tcpdump,8227,,
